feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature 12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,Fearure_20,feature_20,class
1.240082782,1.041453466,1.454289949,1.216011212,0.621447564,1.176013193,1.076270567,1.13527141,-0.532993719,-0.27173004,-0.038134569,-1.327507491,0.207468414,0.630812632,0.038987837,0.95420712,-0.013997037,0.148083371,-0.187086726,1.246415946,C,Z,0
1.251151225,0.68376186,1.183078055,1.130995117,1.285461073,1.540605513,0.924873268,1.327851303,0.487218195,-2.072135116,-0.640146505,1.073366582,0.30579438,,0.135213533,0.943654481,0.992148223,0.505346656,0.60589621,1.019720696,B,X,1
1.129741978,0.925997794,1.785247541,1.200326365,0.998031038,1.201346014,0.892241939,0.890168212,2.045654548,-0.778308553,0.268804934,-0.247171612,0.997001394,0.78399727,0.794118397,0.197662409,0.899252452,0.485937838,0.385947658,-0.056922189,C,X,1
-0.185470627,-0.505912016,-0.199029696,0.320867822,-0.353810061,-0.200262931,0.077142168,0.410249389,0.572471412,1.678179922,0.873066066,0.306696942,-0.238672429,0.236522636,-0.446232484,-0.685128295,0.626531863,0.693390329,-0.060559699,-0.09148352,A,X,0
0.118130966,,-0.077004362,0.028609754,0.045499175,-0.453210419,-0.126654541,0.11690481,-0.068286208,0.255977146,1.31582184,-0.180807445,0.060385233,-0.291133531,0.650564926,0.55603034,-0.157783846,-1.119661333,-0.170134839,-0.1086931,D,X,0
-0.20530306,0.149582051,0.149001063,0.044846949,0.061048625,0.032259909,-0.126169281,0.234220394,0.392768363,0.226931944,-1.36167503,0.309054438,0.202620013,0.161816236,-1.113380762,,0.338515235,0.01423447,0.045055215,0.298166792,C,Z,0
-0.347942756,-0.020644351,-0.105866422,0.063704201,-0.268212943,0.477593541,0.023424843,0.199138751,-0.788076254,1.781684786,1.007117823,0.219204188,0.575068402,-0.372378078,-0.244399899,-1.009963087,-0.521087404,0.423361169,-0.390108574,0.280207316,B,X,0
0.334514477,0.177377478,-0.176213667,-0.16721243,-0.082495802,0.277952827,-0.016617866,0.224337828,-0.835870256,0.685890456,-2.729404385,0.816081044,0.927559287,0.420540769,0.460198081,-0.577748021,-0.443019694,-0.081263982,-0.058108632,0.176988443,B,Y,1
0.795162635,0.954040074,1.255903734,1.069668348,0.752087543,0.459330391,0.524200792,0.873145057,-0.200685218,-1.560170825,0.843951401,0.88844693,1.845157504,1.167552309,0.847872896,0.427706616,0.818666521,0.482049351,-0.097535282,-0.017402582,B,Z,1
0.221740716,-0.002890454,0.076597797,0.169922398,0.12719355,-0.070155641,-0.019352021,-0.053627828,-0.263423635,-1.119250242,0.646743935,-0.714664117,-0.319532666,-0.230987799,-0.264889126,0.835677042,0.473274264,0.772166743,0.973349231,-0.170832642,D,X,0
0.865675326,0.836148428,0.828645581,1.041272354,0.775693971,1.300054922,0.654797876,,-0.690276233,0.43354161,-0.744978767,0.239466989,0.490159623,0.971850817,-0.118476629,0.233649456,1.469731775,1.082578562,1.525198326,0.937986919,D,Y,1
-0.122680533,0.100133144,-0.273164831,-0.332216683,-0.102506822,0.138182191,-0.007316008,-0.194054265,1.391457967,-0.821680826,0.229572641,-0.304622648,-0.096000635,-0.073769094,-0.770216359,0.125934724,0.661202162,-0.401670988,-0.672813959,-0.005551295,A,Y,0
0.093285996,0.524158618,-0.254012218,-0.149871538,-0.195985115,0.03175121,-0.14696218,-0.028973351,0.405035386,-1.113064101,-0.59114683,0.759012971,0.052271123,-0.244006402,0.150500617,-0.744129106,0.47416964,0.42415861,-0.382567334,-0.546168149,B,Z,0
0.731109898,1.141642885,0.659225683,0.959495155,1.1737545,0.952710233,1.088463374,0.961278098,-0.382817481,-1.018805198,1.435856464,-0.550533968,0.969601426,0.7494572,0.816597589,0.484033055,1.517374579,-0.192189072,0.07904348,0.944929744,A,X,0
1.209910543,1.131849134,1.216538211,0.902345232,0.853153336,1.228013569,1.269314333,0.937432705,0.305150836,-0.847627212,-0.055896467,-0.368058282,0.824790666,0.095216599,-0.131517677,0.335971775,0.177045913,0.284792646,0.899230669,0.384225253,C,Z,1
1.005636231,1.121344612,1.10640124,0.873995004,0.974193177,0.837894274,1.204327043,0.71516648,0.830161372,0.014694096,-0.247079437,0.681993299,0.257522228,-0.079767775,0.536187758,0.165223837,0.212603386,0.140931171,0.619292094,0.090932889,B,X,1
0.94577528,1.184854028,0.740156727,1.131080766,1.155023024,1.280401865,0.957281352,1.232600194,-0.335778618,1.363607295,-1.116064176,-1.451219216,0.752696688,0.337243294,0.424318548,-0.048312522,-0.080010191,0.567453558,0.166760037,0.590280469,A,Y,0
1.039310955,1.179367863,0.935751447,1.019534075,0.839210317,0.831635674,0.578622177,0.920343393,0.685619374,1.120685706,0.214925965,1.56779151,0.863435262,0.366404217,0.048544996,0.298621355,-0.001054552,0.749707304,0.293973865,0.534212656,C,Y,1
-0.499881143,-0.222291591,-0.121300678,0.002565729,0.054602143,0.028685313,0.054447345,-0.028341744,-0.541473007,-1.493189812,1.325004655,-0.415091337,-0.04081718,0.529068056,-0.419898704,-0.176090224,0.627613123,0.873494849,-0.414102853,0.173073472,B,X,1
0.726039404,1.15812512,0.594838425,1.271114587,1.101231531,0.927285341,1.337509611,0.630348294,0.653478982,-1.197532311,-0.589160388,0.543339597,0.584701537,0.399026966,0.34750935,0.160647934,1.159303914,0.955246066,0.23044467,-0.148857012,D,Z,0
0.885259999,1.055475388,0.907367728,0.715263473,0.85297664,1.079845639,0.674901546,0.886948252,1.608067247,0.604097426,-1.623917843,0.528634815,1.006471442,0.042673132,0.567291642,1.7376569,0.524648713,1.557885405,0.585399452,0.602494574,A,Y,1
1.163147443,0.796067132,1.269245151,0.553906396,0.876557551,0.47637336,0.715424618,0.98424232,-0.830070495,1.027718749,0.347673542,1.538016282,1.020321221,0.118688542,0.793257579,1.238461011,1.327317374,0.971758409,0.500035934,0.626199103,C,X,0
0.014010433,0.008702934,0.064335708,0.000323806,0.004083433,-0.313597653,-0.126248227,0.026223865,-1.460302435,-0.826365285,-0.108616655,1.193242275,-0.365929605,0.241464973,0.308012854,0.018139646,-0.471800858,0.495823189,-0.494689135,0.454295548,D,Z,0
0.775455596,0.890255018,1.295386885,1.195777912,1.137117949,0.701298044,1.374214896,1.131628607,-0.070223621,-0.547191789,-0.829320374,0.767937664,0.640791703,0.572015451,1.191712039,0.165783485,,0.207750392,1.229489908,0.975666303,B,Z,1
1.204514086,1.316108137,0.769127466,0.913445223,1.158920077,1.315887578,0.851522726,0.646373793,0.938969469,-2.476792067,2.268991612,1.55834996,0.047799749,-0.021387528,0.775278466,0.260653906,0.22713698,-0.09059547,-0.613899779,0.329802422,B,X,1
0.030083781,0.148164869,0.077795746,0.325928426,-0.026836042,-0.041396918,0.212251252,-0.17777194,0.014287212,-0.281203595,-0.116488353,-0.328889497,1.339814347,-1.275013146,-0.466474235,0.766811423,0.039847034,0.40874249,-0.195499721,0.148834458,B,X,1
0.684721569,0.998139936,0.932749052,1.562930889,0.995593027,1.306574671,0.9814251,0.858658646,-0.06084952,0.209686064,-0.588018519,0.328891537,0.716060122,0.476919028,0.600943597,-0.158284896,0.198439956,0.038299764,0.998052395,0.090960506,D,Z,0
1.23747721,,1.156574747,0.676657325,1.289559284,1.221246312,0.800554343,1.049381213,0.314971872,-0.362855627,0.207920067,-1.795129197,-0.159046018,1.709177877,-0.714877649,0.708261772,1.123082499,0.580305651,0.89226363,0.530885436,A,Y,0
0.082759819,-0.036244835,0.13904058,0.235702538,-0.185758416,0.37597491,0.623536226,0.089886703,-1.52977408,0.430362642,-1.661580989,0.445947777,-0.081816835,0.275627961,-0.570289245,0.295644795,0.136967868,0.126463602,0.43408774,0.181945681,C,X,1
1.206368908,0.94629387,1.366511409,0.747100319,1.061469123,0.512937534,0.715208378,1.023517726,0.312865651,-0.133278715,-0.459741395,0.645598079,0.777071463,0.356458898,1.383964333,0.627892126,0.174953122,0.746261723,1.480358916,0.026967744,D,Z,1
-0.18708774,0.392517438,-0.124406961,-0.016183468,,-0.09982779,0.327442329,-0.027667056,-0.750626822,0.638956814,1.433884468,0.687763849,-0.351818222,-0.170599866,0.078449371,0.327980276,0.005033504,0.299087301,-0.125427331,-0.368098542,C,X,0
1.515941868,1.178519468,1.382283817,1.100896651,0.948610975,0.502435588,1.145358809,0.884203156,-0.132604078,-1.104025633,-0.143999978,-0.07247772,1.26756087,0.652850595,0.298203332,0.437935813,0.107944233,1.038679905,1.014239505,-1.099632323,C,Z,1
-0.197925627,-0.442372382,-0.156039826,-0.095751714,0.208086179,-0.012219502,0.008606195,0.010779469,-0.17117937,-0.629233763,-0.466227392,0.513521369,-0.216060522,0.155694969,-0.140597006,0.183073263,0.89920749,-0.135999986,-0.335988077,0.077486009,D,X,0
0.017228777,-0.012704915,-0.079245936,-0.21596849,0.308064796,0.053836184,0.033949554,-0.041875123,0.798501338,-0.370022466,-0.96775234,0.505389012,0.10242865,0.082512631,-0.736572938,0.907838728,0.504381254,0.06615451,-0.107194466,0.249896338,B,X,1
-0.177498436,-0.26772116,0.230718069,-0.278899014,-0.096462714,-0.04880567,0.383721267,0.442865989,0.120634761,1.900649042,-1.278735855,0.533980797,0.174824879,-0.352902028,0.804671688,0.558215374,0.206140299,-0.063263025,-0.126061579,-1.009924926,C,Y,0
0.980164827,0.931361545,0.961899379,0.521939127,0.85436562,0.69111323,1.192061034,1.088970708,0.347397486,1.831177136,-0.347161482,0.459575488,1.137623506,0.238447847,-0.1383091,1.28272733,0.571606542,1.173240298,0.061111347,0.649898086,C,Y,1
-0.15085517,0.222864339,0.263660465,0.359745004,-0.002854071,0.299619527,0.124980719,-0.189298159,-0.814402821,-2.722454141,-1.085963171,0.785992813,-0.247248987,-0.68155154,0.133260825,0.570727289,0.031075453,-0.471734912,-0.355141019,0.020794534,D,Y,0
0.260348258,-0.046080143,-0.163243449,-0.137255827,0.27020315,-0.004879713,-0.063216592,0.326025993,-0.795717664,-1.229495158,0.850982679,-0.328724813,-0.091359231,-0.424183268,-0.774291517,0.153309893,0.138739621,0.041295258,0.321496577,0.244077132,A,Z,1
0.190574909,-0.151656414,0.408415208,0.256187915,-0.066286274,0.098402856,0.463527358,0.058816408,-0.495705947,-0.121688686,1.728329381,-0.82473398,-0.743577118,-0.406511426,0.493380809,0.167149982,-0.000535567,-0.569591062,0.5826628,-0.056571268,B,Z,1
0.189910827,-0.430668584,-0.192941085,-0.130779678,-0.06589786,0.006351891,-0.090260573,-0.397989254,0.031063426,0.617428631,0.111981933,-0.920488788,0.065875055,-0.607968909,-0.227831249,-0.403165609,-0.153386342,-0.888631899,0.501568502,0.363257459,D,Z,0
0.13451474,0.028977567,-0.104913403,0.281386949,0.194745246,-0.082684754,0.315175162,0.040959575,1.557905432,0.032264811,,-0.621594045,-0.736603315,0.262572329,-0.569391468,0.525560874,0.166306379,1.103391362,0.036870393,0.179760531,C,X,1
1.152082931,1.081410457,1.039962087,0.7900689,0.555915798,1.097261999,0.609679417,0.656858336,-0.223271588,-1.759958882,0.382033706,2.236971077,0.060750605,0.615759386,0.767820113,1.066143687,0.577837694,1.035428799,0.914611793,0.663985195,A,Z,1
0.078697077,0.042658741,-0.267096314,0.118513455,-0.254846424,0.167430897,0.155386338,0.114097466,-1.155707575,-0.771042157,-0.211889531,0.180496056,-0.443332517,-0.248481566,-0.423173496,0.909232189,-0.809844933,-0.137055738,0.731950393,-0.327092163,C,Y,1
1.136378298,0.994718849,0.450499031,0.987184447,1.126490843,0.704244575,1.036058976,1.028319157,1.737984985,0.54445987,0.865674651,0.040522942,0.567759001,1.19121667,0.79982182,0.253777944,0.586445842,0.669297217,-0.469399955,0.352617963,B,Z,1
1.083803802,0.915847641,0.857555847,1.284899164,0.8522605,0.730958066,1.129776385,1.045818966,-1.095870811,-0.262233569,0.005205262,1.176344056,0.689113143,1.114364028,1.033928339,-0.785073774,0.488807672,0.667609173,0.231085815,1.446326854,D,Z,1
1.498599903,1.19577161,0.502438269,0.913938136,1.091337602,1.293356511,0.871654571,1.442137945,0.336499789,-1.391983287,0.925904177,-1.304003178,0.958353236,0.201613762,0.94342133,-0.013017624,1.243075663,0.502219261,0.563994182,0.707768997,D,Z,1
1.117715681,1.177458167,0.732654912,0.768716837,0.995751044,1.161822558,0.827886919,0.923772461,-1.249564912,-0.708778203,-0.141149672,-0.288658161,1.15877041,0.026599953,1.266489124,0.097299165,-0.090249243,0.360447072,1.410290134,0.010409782,D,X,0
0.141890363,-0.118471191,-0.036289814,0.144565379,0.11118829,0.348916774,-0.059903008,0.104664757,0.594854373,1.494141897,-0.846398306,1.938094899,0.002728922,-0.124886306,-0.322253851,-0.430706365,-0.04122298,0.795470679,0.935857312,0.277998526,B,X,0
1.054315767,0.967973441,0.917400436,1.051439794,0.977071833,1.059492411,1.178011546,0.814983076,0.063232147,0.180305051,0.054694865,1.57572045,1.341323797,0.953171618,0.50960171,-0.658222428,0.647284256,0.136025066,1.266406566,1.010829364,C,X,0
0.92164837,,0.771396138,1.0960521,0.871777148,1.073803288,1.066865411,0.986510688,-1.027251888,-0.872784954,,-0.31062924,1.735966886,0.747758262,0.05458416,0.622387421,0.689916728,1.109304087,0.55160813,0.230750057,D,X,0
0.889938969,0.730825815,1.346987315,0.796060936,0.756683839,1.068243168,1.028598127,0.892404294,-1.744532889,-1.104451828,0.826453111,-0.168337634,0.051029007,0.461045977,0.399456032,0.689561817,0.811708579,0.728835806,0.694084017,0.786716896,C,X,0
-0.004573612,-0.273427561,-0.251573631,-0.031549397,-0.287250773,-0.184812561,0.128378825,0.171926157,1.274272259,-0.007674064,-0.753707645,-0.63530537,-0.257717432,0.401166389,0.450395587,0.317481437,0.805038062,-0.874356519,-0.059654656,0.720699555,A,X,0
0.289395577,0.322444126,0.34777027,-0.171299647,0.131890248,0.043792783,-0.167481145,0.031031069,0.084865458,0.385212652,-0.100172769,-0.284187882,0.085221499,0.143959811,-0.367475938,-0.265005379,0.2965527,-0.202868251,-0.396137977,0.381659726,A,Y,1
1.108659606,0.741345408,1.255773163,0.806051256,1.154150042,1.373492401,,0.839703216,-0.282759328,0.055170638,-0.121075432,0.481507631,0.553334828,0.582807563,0.831496851,1.876614755,0.512323689,1.022901458,0.557930379,1.223567399,D,X,0
-0.129192836,-0.127072478,,0.327013279,-0.042775034,0.182524065,0.097071982,0.517195035,0.190223222,-0.85574258,-1.106344157,-0.366717669,0.908396618,0.16561138,1.071355517,-0.267622852,-0.628077637,-0.235022593,-0.079971074,0.255219989,B,Z,0
-0.080729693,0.21430863,0.053363679,-0.582851198,0.141406472,-0.078722316,-0.083556603,-0.233551483,-1.406719433,-1.115217228,0.179695381,1.38695989,0.187873441,-0.025697464,0.362037525,-0.415441332,0.155093258,-0.255598899,0.838010729,0.208198129,D,X,1
1.199209537,1.334690418,1.087195078,0.974965114,0.829692004,1.10428988,0.845561522,1.270472509,0.623525799,-0.421582311,0.380067441,-2.273172203,0.057485684,0.162215736,0.654337647,0.994263052,0.348612727,0.8375822,0.490261767,-0.019663649,A,X,0
1.107751198,1.247156438,0.819077125,1.151902977,1.054484279,0.968432498,1.077317246,0.962161964,0.611070905,0.591090531,-0.047985795,1.112046842,0.339626814,0.729300227,1.107442015,0.322895119,0.543347286,1.512014268,0.350303078,0.897339162,D,Y,1
1.342341696,0.890342541,0.760941247,0.89079164,0.774882577,0.96242812,1.011642545,0.816848992,-0.049910233,-0.223666572,-1.795982735,-0.195724979,0.186269417,0.115616586,1.273655492,0.577425224,0.965436645,0.167233066,0.58969902,1.103513257,A,X,0
1.064615855,1.179413239,0.730084758,1.137270711,1.179733832,0.842565186,0.924918511,0.498208564,-1.426649211,1.1346397,-1.281490973,-2.051052408,0.271685607,0.372396933,0.514575956,0.428237665,-0.282050882,1.142750248,0.314786143,0.711617401,A,Z,1
1.025275916,1.066771993,1.1744394,0.961825556,1.342205762,1.104137899,1.123672113,0.993087152,-0.230786152,0.684714854,-0.503163519,-0.683381037,0.074014377,0.780140447,0.356207926,0.622704871,0.85355308,0.340440955,0.170286556,0.179950174,A,X,1
0.86472154,0.960532316,1.070500994,1.062221998,0.812107352,1.17022482,0.884308054,1.206049939,-0.363312008,-0.486631188,0.635245537,0.077885727,0.739501312,0.997977464,0.50898629,0.303578055,0.325574001,-0.126499879,0.892085087,0.821145997,A,Z,0
1.038409823,1.1332625,1.015919572,0.986375315,0.844825035,0.758160258,0.983481485,0.827142948,-0.462736648,0.137341325,0.42615656,0.27331125,0.085428257,0.868764032,0.58768262,1.260300451,1.229409568,-0.129781364,0.108906628,-0.043515164,C,Y,0
-0.027917926,0.225086957,0.214122112,0.177238238,0.015623547,0.069984743,-0.059559231,-0.374978413,1.37814268,-0.673539648,0.236717121,1.11229245,-0.713231956,-0.211718292,-0.758536518,-0.193118544,1.098166117,-0.306687814,0.551097659,0.415682127,A,Z,1
-0.160734914,-0.242234386,-0.256091114,-0.312606861,0.061566475,-0.044356281,-0.12562988,0.21122025,1.177000637,-1.490247523,-0.094272717,-0.15650383,0.655097428,0.275718269,0.42833256,-0.604096229,0.557041218,-0.130435401,0.07659657,-0.247246301,C,Z,1
0.728028772,0.68582477,0.916761119,1.265086422,0.900693653,0.964773299,0.767189874,1.017118941,0.734106336,0.636553207,-0.834829911,0.543256965,0.467844775,0.434409923,0.755033297,1.182664374,0.648147683,0.745793254,-0.200627007,-0.116847082,A,Z,1
0.053718456,0.068117843,0.041560501,-0.389912344,-0.39519266,0.29517583,-0.18232346,0.018587131,0.384209222,0.217405853,-0.511259458,0.173067649,-0.528154065,0.570006643,-0.162489722,-0.100887188,0.111193907,0.319681422,-0.278367256,0.301598037,A,X,1
-0.03813648,-0.1088228,-0.232356769,0.229206029,-0.096129588,0.208190835,-0.195860046,-0.192679268,1.848109104,-0.69646109,-0.85161724,0.491739641,0.635422811,-0.39377572,0.909139352,-0.088337546,-0.249504132,0.060516939,-0.04569063,-0.805892532,C,X,0
0.72662426,1.138695782,1.135786258,0.811920217,0.600222219,0.766103874,0.819910308,1.116776604,0.609238831,0.781175336,1.384504963,-0.6567104,-0.481679322,1.02852171,-0.285744594,0.503576628,0.924402729,0.720124015,0.337272836,0.339423906,B,X,0
1.084719813,1.188262116,1.074012223,0.755935862,0.798417661,0.73756736,0.927674378,0.772872819,1.496880274,-1.190745801,-0.251778674,0.854437751,-0.241902928,0.354489263,0.309973175,0.099804448,0.050190671,0.52095902,0.665836981,1.33831767,D,Y,0
1.0857633,1.219293847,1.01425075,0.962347733,1.233501965,1.318835591,1.132507207,0.946815985,1.149487364,-0.84209869,0.555398861,-0.699244064,0.860112008,0.008275118,-0.172493334,-0.107771606,0.305432452,1.167241175,1.892955957,-0.153361485,B,Y,1
1.011402625,1.110295255,1.168146896,1.052413362,0.92350952,0.743122593,1.156405478,0.987045548,1.734041954,1.272428383,-0.034572225,-0.539429794,-0.519223262,-0.370882056,0.08312638,-0.453611,0.832137602,1.358790103,0.133945613,0.759941466,D,X,1
-0.323262122,-0.10619418,-0.024411426,0.191567926,-0.056225097,0.101936615,-0.334352255,-0.127376478,-0.143581589,-3.232565433,-0.113996553,-0.184875177,0.411171149,-0.823255693,0.772613223,0.00475592,0.311799764,-0.353555541,-0.706129314,-0.094440068,C,Z,0
0.799675998,1.070289642,0.809616308,0.586983391,0.868525489,1.172705649,0.87383089,0.858512091,-0.019318304,1.194214483,-1.31248869,0.451347548,1.118435947,0.351052328,0.348038676,0.354333997,0.202287807,-0.154389152,0.335945356,0.976295254,B,Y,0
1.272828086,1.097574457,1.087462637,1.114235881,1.185134442,0.928351124,0.704160796,1.015929917,-0.458223029,0.30700306,-0.042331896,0.017428953,0.794415976,0.406153034,1.116364171,0.589119872,0.514587213,-0.234010824,0.862047101,0.244153064,C,Y,0
0.017681377,-0.270214873,0.100048094,0.131552635,-0.045421202,-0.244644046,-0.160067081,-0.120067732,-0.403703434,0.492004054,1.185006984,-1.52561493,-0.561450578,0.006407152,0.193928772,0.155076913,0.139192848,-0.136996237,-0.233253764,-0.158353966,D,X,0
0.332251843,-0.04340341,0.175883408,-0.364217214,0.244789751,-0.350195115,0.158984623,-0.13676978,0.783155656,0.069085193,0.275396234,-0.323682754,-0.321936006,0.019447258,0.049412023,0.112920917,0.875704537,-0.295028337,0.424418398,0.176375113,A,Z,1
1.433000469,0.816499436,0.833587739,0.500387797,1.175234786,1.066294179,1.080000001,1.052153363,-0.40463852,-0.527653776,0.248545105,0.603917041,0.99720721,0.242303101,0.597820264,-0.37964351,-0.021291577,-0.183123315,0.647227299,-0.154696973,C,Z,1
1.342122675,1.170795195,0.730390578,1.140298956,1.019786757,0.794415247,1.123032797,0.703520643,0.406094019,-1.454892165,0.134801423,0.940369689,-0.434487038,0.082920477,-0.827541009,0.081010393,0.090737597,0.521820066,0.387916835,0.031038754,B,Y,1
-0.184482037,-0.107768371,,-0.211021535,0.564866118,0.024857139,-0.057996271,0.238722351,,-0.920152231,2.105086639,-0.1723927,-0.015670576,-0.416504128,-0.974189253,-0.124560502,0.283652813,-0.175095515,-0.356100512,0.681370413,C,Z,1
-0.041804651,0.096449791,0.031338746,0.168621066,0.218036694,-0.033660085,,0.091677802,-0.096212262,-0.686604532,-0.577342016,-0.965667914,0.34859131,0.070739476,0.293917561,0.246558764,-0.380096161,-0.258365219,0.222821752,0.219585212,A,Y,0
0.707125024,0.898207275,1.034092754,0.955697347,0.862656931,0.661005312,0.813525751,0.719288274,1.346941244,-0.312928967,0.432972928,-2.336069605,0.185312894,0.308260991,-0.167845761,0.525858942,0.203135403,0.789649323,0.64244295,0.57382592,B,Z,1
1.111562061,1.099548618,0.797048101,1.076687006,1.037695152,1.121568068,0.610694943,0.829804984,-0.086217098,0.810913773,-1.308684131,-1.309987512,-0.054087348,0.384575516,-0.061950562,0.548913246,0.628162326,0.646893344,0.468625737,0.442014374,C,Y,1
-0.19827847,-0.035170881,0.168396739,-0.012080746,0.455165086,0.378438352,0.137313549,0.093450443,0.658631953,0.034204685,-0.073984782,-2.207547566,0.3960687,-0.090830464,0.295135156,-0.026277081,-0.355135449,-0.07057016,,-0.222485101,B,Y,1
0.850557664,1.017137432,0.848647205,1.343808123,0.994747841,1.269219959,0.774281865,1.141919896,-0.803434274,0.611601562,-1.142942546,-0.233077192,0.585200497,-0.306950728,0.440895777,0.262521648,1.462422748,-0.072533958,0.358920232,0.145320545,A,Z,1
0.066176046,-0.025509824,0.1206495,0.21506868,-0.193156527,-0.113939793,0.067255578,-0.081868115,-0.806519832,-0.55813326,1.283354577,0.92596613,-0.265044793,1.171428504,0.178735093,0.005604077,-0.904171027,0.655801015,0.057084542,-0.002705667,D,X,1
0.10262116,0.390831487,0.199116303,0.20143144,-0.086774693,0.113654675,-0.034408272,-0.061901977,,-0.193155225,-0.213770248,-1.360023576,0.604684589,0.43810629,0.431913672,-0.417969888,-0.562935414,0.246241742,0.274875611,0.422730266,A,Z,1
1.01233597,1.244713776,0.755420996,1.156800556,1.078225575,0.691309811,1.272865249,1.125947903,0.26930619,-2.21760908,0.464320561,1.612780233,1.174773157,0.349592935,-0.238886054,0.941462403,0.607432355,0.401235698,0.971381863,0.036557584,A,X,1
0.305693685,0.078139184,-0.258525069,-0.070169886,-0.114062814,0.098289102,-0.003983679,-0.109984966,0.107760055,0.854903923,-0.302349566,1.284080277,0.081935701,0.485316836,-0.157480206,-0.728586349,-0.950537214,1.423504794,0.202677085,-0.744336342,D,X,0
1.208832175,0.881507148,1.091537317,0.82193643,1.095073122,0.69990469,0.96219714,0.988587742,-0.386929447,0.447696266,0.242602813,0.080362326,0.585207709,1.486262387,0.676696899,1.046027706,0.478227164,0.721837863,-0.168165945,1.237346993,C,Y,0
1.191340463,0.803766894,1.175291129,1.194620312,1.119915508,1.203784648,0.992171195,0.411371687,0.702030324,0.233285041,-0.346749891,0.769215277,0.022122821,0.301958017,0.858131248,0.800968119,-0.20449215,1.008143971,0.344086474,0.336758688,D,Z,0
0.332251843,-0.04340341,0.175883408,-0.364217214,0.244789751,-0.350195115,0.158984623,-0.13676978,0.783155656,0.069085193,0.275396234,-0.323682754,-0.321936006,0.019447258,0.049412023,0.112920917,0.875704537,-0.295028337,0.424418398,0.176375113,A,Z,1
-0.12779235,0.004177298,-0.581397644,0.017222174,0.10362034,-0.154605942,-0.175339417,-0.100884537,0.99541519,-0.456991834,-1.223744847,1.178087369,-0.453109063,0.583597992,-0.644691045,-0.245095453,-0.692298312,-0.408092086,-0.269263227,0.68453065,C,Z,0
0.995129082,1.272131719,0.917714679,0.629631454,0.962815104,1.4984368,0.888644245,0.637602132,-1.035604056,1.361006705,0.763142301,0.546589726,0.410235083,0.056018532,1.155740409,0.912076182,0.740114631,0.245327452,0.40511085,0.574471398,C,Y,1
